usuario_edad,usuario_genero,pelicula_duracion,pelicula_genero,temporada_visita,años_desde_estreno,veces_vista_pelicula,dispositivo_usuario,idioma_preferido,duracion_vista_real,popularidad_streaming,rating_promedio_usuario
47,Masculino,103,Comedia,Verano,0,8044,Móvil,Inglés,102,3383,2.36
26,Masculino,95,Drama,Primavera,7,4239,Smart TV,Español,86,4239,4.26
51,Femenino,116,Acción,Verano,10,5729,Smart TV,Español,115,3139,1.32
61,Femenino,74,Acción,Verano,6,7187,Computadora,Inglés,23,2704,4.58
52,Femenino,159,Comedia,Primavera,10,5178,Móvil,Inglés,78,7924,3.19
39,Femenino,89,Acción,Primavera,11,6505,Computadora,Español,33,1362,4.27
61,Masculino,75,Acción,Primavera,11,6971,Smart TV,Español,49,3604,2.81
41,Masculino,139,Drama,Primavera,1,732,Móvil,Inglés,140,5286,3.57
34,Masculino,128,Acción,Verano,1,2299,Computadora,Español,86,4738,3.11
27,Masculino,133,Acción,Verano,11,5453,Computadora,Español,130,3469,3.93
47,Masculino,87,Drama,Primavera,5,3010,Smart TV,Español,48,5795,1.33
63,Masculino,73,Comedia,Primavera,2,722,Smart TV,Español,41,7150,1.24
40,Femenino,86,Comedia,Verano,0,6173,Smart TV,Español,87,1556,1.99
49,Femenino,83,Drama,Primavera,7,460,Smart TV,Inglés,53,3808,1.64
34,Masculino,147,Drama,Primavera,6,6465,Computadora,Español,136,6150,4.49
34,Masculino,82,Comedia,Primavera,3,8501,Smart TV,Español,40,8561,1.88
31,Femenino,76,Comedia,Verano,0,9222,Smart TV,Inglés,80,3719,4.9
26,Femenino,113,Comedia,Verano,1,4043,Computadora,Inglés,85,7506,2.35
57,Femenino,84,Comedia,Primavera,8,4969,Computadora,Inglés,76,4741,1.73
19,Femenino,88,Comedia,Primavera,3,8228,Móvil,Español,32,4998,4.16
62,Masculino,132,Drama,Primavera,2,977,Computadora,Español,91,3403,3.63
42,Masculino,176,Acción,Primavera,7,4895,Móvil,Inglés,179,9780,2.99
56,Masculino,177,Comedia,Verano,3,7891,Smart TV,Inglés,177,1294,3.22
26,Masculino,104,Comedia,Primavera,6,2623,Móvil,Inglés,35,6343,3.88
39,Masculino,150,Acción,Verano,12,6370,Móvil,Inglés,81,2136,1.91
60,Femenino,104,Acción,Verano,4,8683,Smart TV,Inglés,68,3064,4.99
63,Masculino,88,Acción,Verano,4,6723,Smart TV,Español,38,8009,4.9
21,Femenino,89,Acción,Primavera,10,5188,Smart TV,Inglés,78,5543,3.6
43,Masculino,169,Acción,Primavera,5,7664,Móvil,Español,75,2007,1.8
46,Masculino,104,Acción,Primavera,11,7166,Computadora,Español,60,6445,3.72
62,Masculino,101,Drama,Verano,12,6645,Computadora,Inglés,83,6352,1.29
51,Masculino,117,Acción,Primavera,3,2421,Computadora,Inglés,80,2435,1.12
40,Masculino,113,Acción,Primavera,1,8249,Smart TV,Inglés,100,1571,2.03
54,Femenino,173,Drama,Verano,5,8225,Smart TV,Inglés,184,3382,2.85
28,Femenino,93,Acción,Verano,12,8430,Computadora,Inglés,36,6084,4.47
23,Femenino,130,Comedia,Primavera,4,8394,Smart TV,Español,112,1277,3.91
35,Masculino,86,Comedia,Primavera,2,5433,Móvil,Inglés,41,8059,3.97
38,Masculino,140,Acción,Primavera,3,8775,Móvil,Inglés,88,2887,2.7
59,Femenino,176,Drama,Primavera,2,7958,Smart TV,Español,57,2265,2.38
53,Masculino,119,Comedia,Primavera,2,4419,Computadora,Inglés,48,8491,2.48
58,Masculino,134,Drama,Primavera,3,5489,Computadora,Inglés,74,2040,4.95
55,Femenino,168,Comedia,Primavera,1,1948,Móvil,Inglés,96,9073,1.16
51,Masculino,101,Acción,Verano,3,3305,Smart TV,Español,102,3752,4.47
34,Femenino,105,Drama,Primavera,9,2261,Computadora,Inglés,93,9213,3.31
54,Masculino,82,Drama,Verano,10,1564,Computadora,Inglés,88,5569,2.75
42,Femenino,139,Drama,Primavera,1,743,Smart TV,Inglés,108,7353,3.9
55,Masculino,127,Comedia,Verano,9,5451,Smart TV,Inglés,62,3353,2.95
29,Masculino,83,Comedia,Primavera,7,4653,Computadora,Español,46,8437,4.49
40,Femenino,106,Comedia,Primavera,9,6618,Smart TV,Inglés,58,5799,4.6
59,Masculino,148,Acción,Primavera,4,5823,Smart TV,Español,83,1686,2.69
39,Masculino,137,Comedia,Verano,12,8046,Smart TV,Inglés,114,9476,2.11
38,Femenino,109,Acción,Verano,6,710,Computadora,Inglés,78,5811,3.37
44,Masculino,128,Drama,Primavera,10,4402,Móvil,Inglés,77,9954,4.65
48,Femenino,149,Drama,Verano,3,1643,Smart TV,Español,62,6346,1.84
23,Masculino,161,Acción,Primavera,9,1566,Computadora,Inglés,51,6043,3.49
44,Masculino,85,Comedia,Primavera,5,9208,Móvil,Inglés,40,3428,3.53
57,Masculino,131,Acción,Primavera,12,6336,Computadora,Español,50,6126,3.93
51,Masculino,73,Drama,Primavera,11,1281,Computadora,Inglés,67,9220,1.53
29,Femenino,114,Drama,Primavera,9,2246,Computadora,Inglés,44,8813,3.86
62,Masculino,159,Acción,Primavera,3,2372,Móvil,Inglés,139,4356,4.64
24,Femenino,97,Comedia,Verano,5,9143,Computadora,Inglés,59,9707,1.72
27,Masculino,165,Comedia,Primavera,0,4636,Móvil,Español,59,8266,1.95
62,Masculino,178,Acción,Primavera,5,819,Smart TV,Español,169,7540,4.89
34,Masculino,135,Acción,Primavera,5,4780,Móvil,Español,103,1038,1.72
43,Masculino,100,Comedia,Primavera,1,3572,Computadora,Inglés,48,4342,4.42
38,Femenino,72,Drama,Primavera,11,3742,Móvil,Inglés,73,3844,2.97
45,Femenino,77,Acción,Primavera,9,163,Computadora,Inglés,25,2098,1.99
63,Femenino,93,Comedia,Verano,9,659,Smart TV,Inglés,42,8027,4.48
19,Femenino,84,Comedia,Primavera,8,7546,Móvil,Español,75,2823,2.78
60,Masculino,112,Drama,Primavera,5,1833,Smart TV,Inglés,97,4155,3.06
18,Femenino,100,Drama,Verano,11,8961,Móvil,Español,53,4093,2.44
53,Femenino,142,Drama,Primavera,10,3994,Computadora,Inglés,49,6658,3.37
43,Masculino,172,Drama,Primavera,12,1642,Móvil,Inglés,169,4778,1.65
46,Masculino,114,Drama,Verano,6,9563,Smart TV,Español,62,3896,2.56
38,Masculino,135,Acción,Primavera,1,2515,Móvil,Inglés,61,1988,4.88
28,Masculino,77,Comedia,Primavera,1,6190,Smart TV,Español,54,5116,2.03
57,Femenino,140,Acción,Primavera,1,5317,Smart TV,Español,143,7446,3.63
28,Femenino,177,Acción,Primavera,9,5487,Computadora,Inglés,59,5179,2.3
53,Masculino,172,Acción,Verano,12,5279,Móvil,Español,156,2682,4.09
56,Masculino,175,Acción,Verano,10,8287,Smart TV,Español,132,6626,1.52
57,Masculino,126,Acción,Verano,8,6743,Computadora,Inglés,80,8424,4.88
52,Femenino,149,Drama,Primavera,2,7760,Computadora,Español,133,1933,2.82
51,Femenino,168,Drama,Verano,12,2558,Computadora,Español,180,4598,1.94
64,Masculino,99,Comedia,Primavera,3,9455,Smart TV,Inglés,47,2980,1.29
41,Masculino,143,Acción,Primavera,0,6128,Móvil,Español,59,4056,1.68
39,Femenino,171,Comedia,Verano,0,5547,Smart TV,Inglés,176,9984,3.08
22,Masculino,87,Drama,Primavera,3,4659,Computadora,Español,72,1791,2.35
50,Masculino,138,Drama,Verano,1,2849,Smart TV,Inglés,89,6390,4.32
53,Femenino,162,Drama,Verano,7,2048,Smart TV,Inglés,122,7635,2.72
64,Masculino,108,Acción,Primavera,12,6406,Computadora,Inglés,96,3255,1.99
37,Femenino,129,Acción,Verano,3,8351,Móvil,Inglés,118,4610,3.47
36,Masculino,167,Drama,Primavera,2,8192,Computadora,Inglés,172,2607,3.83
52,Masculino,112,Comedia,Verano,2,8624,Computadora,Español,71,6179,1.67
60,Femenino,114,Comedia,Verano,5,289,Smart TV,Inglés,60,7573,1.67
34,Femenino,92,Drama,Verano,11,6108,Computadora,Inglés,74,1984,1.15
62,Masculino,138,Comedia,Verano,12,7582,Smart TV,Español,87,6776,3.95
60,Femenino,163,Drama,Verano,5,395,Computadora,Inglés,126,4676,3.66
51,Masculino,75,Comedia,Verano,5,8468,Computadora,Español,47,4380,2.9
26,Masculino,125,Drama,Primavera,5,8268,Móvil,Español,52,9711,4.38
43,Femenino,179,Comedia,Primavera,7,899,Computadora,Inglés,120,9782,4.22
19,Masculino,177,Acción,Primavera,7,9097,Móvil,Español,150,2050,3.34
26,Masculino,73,Drama,Verano,8,7103,Computadora,Español,68,4633,4.47
26,Femenino,162,Drama,Primavera,0,8506,Computadora,Español,112,7342,1.82
57,Femenino,92,Comedia,Verano,9,2800,Computadora,Inglés,39,1959,1.45
34,Masculino,75,Drama,Verano,7,8888,Móvil,Español,47,7059,2.08
18,Femenino,101,Drama,Primavera,4,9647,Smart TV,Inglés,93,9884,1.23
42,Femenino,175,Drama,Verano,2,9584,Móvil,Inglés,110,6655,3.12
60,Femenino,87,Acción,Primavera,10,5973,Computadora,Español,74,5473,4.75
57,Femenino,84,Acción,Primavera,9,4814,Smart TV,Inglés,59,3946,1.16
59,Masculino,109,Comedia,Primavera,2,6591,Computadora,Español,53,8725,1.49
42,Masculino,165,Acción,Primavera,5,8433,Móvil,Español,154,1526,2.81
56,Masculino,142,Comedia,Primavera,7,2939,Móvil,Inglés,52,4224,4.74
52,Femenino,170,Acción,Primavera,9,3613,Smart TV,Inglés,122,2875,2.26
20,Femenino,143,Comedia,Verano,1,1235,Móvil,Inglés,66,2763,3.03
54,Femenino,153,Acción,Verano,11,6457,Computadora,Español,54,9712,1.17
61,Femenino,75,Acción,Primavera,8,2347,Smart TV,Español,52,6797,1.59
61,Femenino,132,Comedia,Primavera,4,6648,Computadora,Español,92,8099,4.95
47,Femenino,136,Drama,Primavera,4,4616,Smart TV,Inglés,117,6109,4.86
55,Femenino,175,Drama,Primavera,0,4202,Smart TV,Español,156,7644,1.02
51,Masculino,80,Acción,Primavera,5,1648,Computadora,Español,70,1116,4.81
29,Masculino,112,Comedia,Verano,12,6632,Móvil,Español,70,3433,3.56
36,Femenino,86,Drama,Primavera,10,4611,Computadora,Español,69,6463,4.47
54,Femenino,165,Comedia,Primavera,10,2931,Móvil,Inglés,125,1583,2.82
61,Femenino,73,Drama,Primavera,4,9298,Móvil,Español,46,9586,3.06
34,Masculino,132,Comedia,Primavera,6,3162,Computadora,Inglés,102,4788,2.96
27,Masculino,137,Acción,Verano,6,8075,Smart TV,Español,144,5167,3.67
64,Femenino,150,Comedia,Primavera,3,3152,Computadora,Español,68,9465,1.56
29,Femenino,110,Drama,Primavera,4,7310,Smart TV,Español,112,2389,1.12
33,Masculino,152,Acción,Verano,9,3639,Móvil,Inglés,52,9357,2.23
41,Masculino,74,Comedia,Primavera,7,626,Smart TV,Inglés,40,7154,3.82
36,Masculino,101,Drama,Verano,1,2907,Computadora,Inglés,53,6420,1.81
25,Masculino,155,Acción,Primavera,0,9487,Smart TV,Español,124,9920,3.69
48,Femenino,139,Comedia,Primavera,5,1853,Móvil,Español,56,3043,4.88
38,Masculino,104,Drama,Primavera,10,9964,Móvil,Inglés,104,5197,1.38
34,Masculino,91,Comedia,Primavera,3,6982,Smart TV,Español,87,4496,3.69
40,Femenino,134,Comedia,Primavera,12,1754,Móvil,Español,110,1778,2.78
54,Masculino,153,Acción,Primavera,9,4941,Móvil,Inglés,102,1213,4.47
33,Masculino,91,Acción,Primavera,2,4141,Smart TV,Español,95,4762,1.71
23,Masculino,80,Drama,Primavera,6,5124,Móvil,Español,77,7731,3.77
25,Femenino,146,Acción,Primavera,7,9139,Smart TV,Español,102,4117,4.35
42,Masculino,175,Drama,Verano,10,9159,Smart TV,Inglés,150,6791,4.78
35,Femenino,72,Comedia,Verano,11,9065,Móvil,Español,54,9783,3.73
42,Femenino,78,Comedia,Verano,3,8834,Smart TV,Inglés,60,3720,2.99
29,Masculino,129,Drama,Primavera,11,4517,Móvil,Español,72,9905,3.47
32,Masculino,145,Comedia,Primavera,11,9077,Móvil,Inglés,97,7047,4.48
43,Masculino,156,Acción,Verano,9,4735,Móvil,Inglés,56,9032,3.28
58,Masculino,83,Comedia,Primavera,11,2983,Computadora,Inglés,48,1001,1.12
62,Femenino,166,Acción,Verano,10,5984,Móvil,Inglés,142,7368,4.72
43,Masculino,87,Drama,Primavera,10,548,Smart TV,Español,92,2949,3.76
64,Masculino,174,Drama,Primavera,5,3410,Smart TV,Inglés,186,7732,3.71
49,Masculino,142,Comedia,Primavera,12,4685,Smart TV,Español,105,8833,1.86
27,Femenino,92,Comedia,Primavera,10,8208,Computadora,Español,72,1917,3.64
33,Masculino,143,Acción,Primavera,10,4509,Computadora,Inglés,64,4174,2.58
24,Masculino,152,Acción,Verano,1,7973,Smart TV,Español,130,8014,3.6
34,Femenino,116,Comedia,Primavera,7,6151,Smart TV,Español,41,1089,1.43
40,Femenino,138,Comedia,Primavera,5,8676,Computadora,Español,72,2709,3.63
43,Masculino,116,Drama,Primavera,10,394,Smart TV,Español,96,4041,5.0
38,Masculino,156,Drama,Primavera,8,1338,Móvil,Inglés,85,1105,1.19
39,Masculino,99,Drama,Primavera,10,8141,Móvil,Español,33,9619,4.91
24,Masculino,94,Comedia,Primavera,12,2916,Smart TV,Español,90,2895,2.63
31,Masculino,97,Comedia,Primavera,12,1198,Móvil,Español,53,7090,4.48
32,Femenino,167,Comedia,Primavera,5,1837,Smart TV,Español,58,9508,4.13
24,Femenino,178,Drama,Primavera,5,2289,Computadora,Español,64,7082,3.27
26,Masculino,94,Comedia,Primavera,11,2865,Smart TV,Inglés,47,1634,3.95
25,Masculino,143,Acción,Primavera,1,1322,Computadora,Español,63,2925,4.51
40,Femenino,147,Comedia,Primavera,4,6649,Móvil,Inglés,135,3056,2.62
46,Masculino,175,Comedia,Verano,8,510,Móvil,Español,97,7917,2.31
35,Masculino,179,Comedia,Primavera,0,3045,Móvil,Inglés,168,4144,3.67
48,Masculino,127,Comedia,Verano,3,8202,Smart TV,Español,55,1552,4.23
47,Masculino,163,Comedia,Primavera,9,4886,Computadora,Español,113,9907,4.05
56,Masculino,110,Acción,Verano,9,9169,Computadora,Inglés,93,6383,4.19
52,Femenino,94,Acción,Primavera,2,886,Móvil,Inglés,77,4911,2.74
35,Masculino,147,Comedia,Primavera,0,2209,Móvil,Inglés,114,4389,4.27
59,Masculino,168,Drama,Verano,0,5546,Computadora,Español,174,9442,1.48
56,Masculino,117,Comedia,Primavera,0,5935,Smart TV,Inglés,56,3430,3.18
34,Femenino,167,Comedia,Verano,0,2086,Móvil,Inglés,116,1458,1.02
31,Femenino,79,Comedia,Primavera,12,8226,Smart TV,Inglés,79,1207,2.3
48,Femenino,168,Drama,Verano,1,9170,Móvil,Español,60,1899,2.47
41,Femenino,144,Drama,Verano,10,7400,Móvil,Español,49,1021,2.58
52,Masculino,80,Drama,Verano,4,9899,Smart TV,Español,38,9601,3.78
61,Femenino,154,Acción,Verano,1,5809,Smart TV,Inglés,124,1894,2.55
62,Masculino,90,Drama,Primavera,3,2503,Smart TV,Español,45,1514,2.79
51,Masculino,155,Acción,Primavera,8,8362,Smart TV,Español,70,8294,1.95
20,Femenino,114,Acción,Primavera,2,4501,Computadora,Español,76,5904,2.49
54,Femenino,76,Drama,Verano,1,6801,Computadora,Español,60,8867,1.91
60,Femenino,150,Drama,Primavera,3,3395,Móvil,Inglés,74,5109,1.29
57,Femenino,133,Drama,Primavera,8,9053,Móvil,Español,71,8179,3.41
43,Femenino,133,Acción,Primavera,3,2221,Móvil,Inglés,105,2560,3.67
40,Masculino,71,Comedia,Verano,11,3682,Computadora,Inglés,75,2266,3.48
61,Femenino,145,Drama,Primavera,4,4297,Smart TV,Inglés,121,4638,2.85
56,Femenino,111,Drama,Verano,3,9921,Móvil,Inglés,102,9941,2.52
32,Femenino,151,Drama,Primavera,12,5800,Computadora,Inglés,89,4427,4.45
21,Masculino,123,Acción,Verano,7,7332,Móvil,Inglés,63,5780,3.08
46,Femenino,144,Acción,Verano,12,4388,Computadora,Español,95,2927,2.92
39,Masculino,85,Comedia,Primavera,3,1185,Smart TV,Inglés,80,3356,1.1
42,Femenino,87,Drama,Primavera,1,8745,Computadora,Español,57,5790,2.36
30,Femenino,168,Acción,Primavera,11,2721,Smart TV,Inglés,164,1306,2.52
35,Masculino,128,Comedia,Primavera,3,8910,Móvil,Español,139,8979,2.6
50,Femenino,159,Drama,Primavera,1,8928,Smart TV,Inglés,56,4665,3.32
33,Masculino,85,Acción,Primavera,8,2448,Computadora,Español,28,8057,3.13
62,Masculino,75,Drama,Primavera,10,4974,Móvil,Español,31,1661,3.43
59,Masculino,126,Drama,Verano,7,3136,Móvil,Inglés,76,5644,4.06
61,Femenino,177,Acción,Verano,8,2449,Computadora,Inglés,71,9503,4.25
19,Femenino,176,Acción,Primavera,3,5843,Smart TV,Inglés,175,3920,3.87
52,Femenino,116,Acción,Primavera,0,4532,Computadora,Inglés,36,9946,4.82
59,Masculino,117,Drama,Primavera,2,6275,Smart TV,Español,64,7236,1.07
51,Femenino,111,Drama,Primavera,6,7365,Smart TV,Español,49,7078,1.78
47,Masculino,145,Comedia,Primavera,0,6203,Móvil,Inglés,151,1352,1.03
30,Femenino,129,Drama,Primavera,10,7458,Smart TV,Inglés,107,8005,3.59
30,Masculino,146,Acción,Verano,7,9363,Móvil,Español,150,1158,4.59
35,Masculino,73,Drama,Verano,8,2131,Computadora,Inglés,78,1956,1.97
49,Masculino,172,Comedia,Primavera,7,1349,Computadora,Español,120,3071,4.71
49,Femenino,71,Comedia,Verano,4,9587,Móvil,Inglés,34,9595,1.24
52,Masculino,159,Acción,Verano,11,6908,Móvil,Inglés,72,4453,4.74
56,Masculino,128,Acción,Primavera,10,3656,Smart TV,Español,61,7675,2.41
63,Masculino,96,Comedia,Primavera,11,8619,Móvil,Español,83,1955,1.41
46,Masculino,96,Comedia,Primavera,12,9088,Computadora,Inglés,31,7295,2.94
46,Masculino,148,Comedia,Primavera,8,5399,Móvil,Español,50,2712,2.03
61,Masculino,141,Acción,Primavera,3,3194,Móvil,Inglés,110,5703,2.14
33,Femenino,76,Comedia,Primavera,8,3077,Móvil,Español,61,7563,2.23
61,Femenino,132,Comedia,Primavera,0,1062,Smart TV,Inglés,109,6631,4.21
64,Masculino,115,Acción,Primavera,11,5825,Móvil,Inglés,68,2394,3.16
27,Femenino,132,Drama,Primavera,10,5589,Smart TV,Inglés,124,5732,2.25
47,Femenino,173,Drama,Primavera,2,1368,Smart TV,Español,125,4714,3.44
42,Masculino,81,Comedia,Verano,3,5379,Móvil,Español,31,1529,3.86
56,Masculino,82,Drama,Primavera,10,472,Smart TV,Español,76,3958,2.09
37,Masculino,112,Drama,Primavera,9,4480,Móvil,Español,118,8904,2.65
22,Femenino,86,Drama,Verano,0,7717,Computadora,Inglés,29,4591,1.49
18,Masculino,132,Drama,Primavera,11,9896,Computadora,Español,80,7895,1.72
47,Femenino,150,Comedia,Verano,5,6379,Smart TV,Español,103,1525,3.72
20,Masculino,105,Drama,Primavera,12,195,Computadora,Español,43,7477,1.73
62,Femenino,154,Drama,Verano,3,4469,Móvil,Inglés,153,1001,3.1
31,Masculino,77,Acción,Verano,3,4041,Smart TV,Español,40,1374,3.84
47,Masculino,138,Comedia,Primavera,0,7121,Móvil,Español,127,5648,1.43
21,Femenino,159,Acción,Verano,4,9492,Smart TV,Inglés,133,3365,3.27
35,Femenino,149,Acción,Primavera,8,4044,Smart TV,Inglés,115,2525,2.03
54,Femenino,105,Comedia,Verano,5,5968,Smart TV,Inglés,47,2646,4.85
42,Femenino,97,Drama,Primavera,7,5496,Smart TV,Inglés,46,1013,2.93
18,Femenino,162,Acción,Verano,10,8141,Computadora,Inglés,54,5599,4.22
63,Femenino,116,Comedia,Verano,3,231,Computadora,Inglés,57,3278,3.2
32,Masculino,145,Drama,Primavera,8,7390,Computadora,Inglés,83,4155,1.17
26,Femenino,170,Comedia,Primavera,6,9682,Smart TV,Español,164,9321,3.53
32,Masculino,99,Acción,Primavera,6,6616,Computadora,Inglés,58,4814,4.81
41,Masculino,92,Drama,Primavera,7,9441,Smart TV,Inglés,83,4216,3.41
21,Femenino,85,Drama,Primavera,1,6006,Computadora,Inglés,55,9219,4.28
29,Masculino,83,Comedia,Primavera,11,907,Smart TV,Inglés,77,3113,4.54
54,Femenino,143,Drama,Primavera,5,150,Computadora,Inglés,154,5356,1.91
54,Femenino,140,Acción,Primavera,6,5377,Computadora,Español,68,6543,1.85
60,Masculino,178,Acción,Primavera,2,155,Computadora,Español,176,5555,3.44
23,Masculino,121,Acción,Primavera,7,3764,Smart TV,Español,96,8062,2.64
56,Femenino,106,Comedia,Primavera,0,843,Smart TV,Español,101,4374,4.36
63,Femenino,98,Drama,Primavera,0,6130,Computadora,Español,80,7430,4.6
41,Masculino,136,Drama,Primavera,9,8231,Smart TV,Español,86,4466,2.41
28,Masculino,84,Drama,Verano,2,179,Móvil,Español,40,4081,1.95
30,Masculino,169,Acción,Primavera,5,3066,Computadora,Inglés,60,1629,4.12
51,Masculino,116,Drama,Verano,6,3828,Computadora,Inglés,84,1269,2.1
42,Femenino,115,Acción,Primavera,1,4636,Móvil,Inglés,125,6724,4.29
24,Femenino,121,Drama,Primavera,5,225,Smart TV,Inglés,107,6897,2.69
21,Femenino,88,Acción,Primavera,11,5913,Smart TV,Inglés,49,4432,3.67
25,Femenino,146,Drama,Primavera,4,8510,Smart TV,Inglés,140,7276,1.38
37,Masculino,175,Comedia,Verano,5,1047,Computadora,Español,160,6895,3.5
46,Masculino,90,Comedia,Verano,0,694,Computadora,Inglés,47,8115,2.81
62,Femenino,133,Acción,Primavera,9,5130,Computadora,Inglés,41,7656,3.35
63,Femenino,106,Acción,Verano,6,240,Computadora,Inglés,41,1575,1.67
27,Femenino,96,Drama,Primavera,7,3155,Computadora,Español,96,8029,3.95
60,Femenino,124,Drama,Primavera,6,9922,Smart TV,Español,120,7099,4.45
51,Femenino,98,Comedia,Verano,8,9168,Móvil,Español,52,4192,1.87
43,Femenino,89,Drama,Verano,0,4305,Smart TV,Inglés,47,4178,1.38
58,Femenino,94,Acción,Verano,9,5271,Smart TV,Inglés,87,7052,1.09
20,Femenino,139,Acción,Verano,8,7882,Computadora,Inglés,145,3734,3.57
23,Femenino,132,Acción,Verano,10,2760,Móvil,Español,121,7116,3.43
22,Masculino,105,Acción,Verano,10,6956,Móvil,Español,82,4568,3.19
22,Femenino,71,Acción,Verano,12,6189,Smart TV,Inglés,35,3203,1.93
64,Masculino,91,Comedia,Primavera,2,5418,Móvil,Español,65,2390,2.56
40,Masculino,165,Comedia,Primavera,1,2652,Smart TV,Inglés,80,2742,3.38
26,Femenino,85,Acción,Primavera,5,3711,Smart TV,Español,80,2925,2.99
52,Femenino,87,Drama,Verano,10,8162,Smart TV,Español,53,1619,4.95
37,Masculino,138,Acción,Primavera,4,1140,Smart TV,Español,133,2274,1.55
59,Masculino,123,Comedia,Verano,3,8606,Computadora,Inglés,74,1956,3.78
52,Femenino,169,Acción,Primavera,3,7703,Móvil,Español,162,2939,2.62
35,Masculino,99,Comedia,Primavera,7,4272,Computadora,Inglés,56,4953,2.71
34,Femenino,114,Comedia,Primavera,9,3046,Computadora,Inglés,74,1968,3.87
41,Femenino,88,Acción,Primavera,12,3336,Computadora,Inglés,69,1281,3.77
20,Femenino,156,Acción,Primavera,2,3780,Smart TV,Español,55,7262,4.97
49,Masculino,103,Drama,Primavera,12,4907,Smart TV,Español,109,2058,1.51
52,Masculino,82,Comedia,Primavera,0,1637,Computadora,Español,62,5293,1.42
55,Femenino,112,Drama,Primavera,4,3972,Computadora,Inglés,79,6178,3.9
30,Masculino,131,Acción,Primavera,7,1967,Móvil,Español,127,7980,3.31
64,Masculino,162,Comedia,Primavera,2,1261,Computadora,Español,160,2229,2.1
42,Masculino,169,Drama,Primavera,1,4020,Smart TV,Inglés,121,5585,1.32
26,Masculino,91,Drama,Primavera,0,5793,Computadora,Inglés,94,9467,1.34
21,Masculino,121,Drama,Primavera,12,3982,Móvil,Inglés,42,3740,4.58
31,Masculino,121,Acción,Verano,3,7838,Móvil,Español,47,3289,1.77
54,Masculino,105,Acción,Primavera,10,8556,Computadora,Español,81,2239,2.29
51,Femenino,142,Acción,Verano,1,6431,Móvil,Inglés,82,6370,1.91
28,Masculino,172,Comedia,Primavera,7,5282,Móvil,Español,115,1125,2.42
58,Masculino,88,Acción,Primavera,10,9594,Smart TV,Inglés,49,8473,1.28
20,Masculino,107,Comedia,Verano,12,9486,Móvil,Español,66,6342,3.08
45,Masculino,139,Drama,Primavera,9,1626,Móvil,Inglés,133,8351,1.27
46,Masculino,148,Drama,Primavera,11,8231,Computadora,Español,114,7638,4.2
26,Masculino,126,Acción,Primavera,8,4494,Smart TV,Inglés,138,7570,1.93
20,Masculino,89,Drama,Primavera,12,1258,Móvil,Inglés,82,4249,3.16
42,Masculino,78,Acción,Verano,9,4467,Computadora,Inglés,40,8595,4.52
51,Femenino,101,Comedia,Primavera,0,4730,Computadora,Español,51,7294,3.6
29,Masculino,73,Drama,Primavera,1,3613,Computadora,Español,41,7527,3.13
59,Masculino,119,Acción,Verano,5,1244,Computadora,Español,115,6757,2.3
26,Masculino,151,Drama,Primavera,12,168,Computadora,Inglés,48,2969,2.33
32,Masculino,74,Drama,Primavera,9,3817,Computadora,Inglés,35,1891,3.68
57,Femenino,89,Acción,Primavera,11,9118,Móvil,Inglés,91,5470,4.98
42,Femenino,156,Drama,Verano,6,9461,Smart TV,Inglés,126,8175,3.65
22,Femenino,144,Drama,Verano,1,9275,Smart TV,Inglés,69,9320,3.23
28,Femenino,106,Drama,Primavera,7,9744,Computadora,Inglés,50,7812,3.92
51,Femenino,91,Drama,Primavera,12,9331,Computadora,Inglés,90,8519,2.86
41,Femenino,127,Comedia,Verano,9,4823,Smart TV,Inglés,128,5612,1.24
32,Femenino,137,Drama,Primavera,8,4313,Móvil,Inglés,69,2198,3.25
55,Femenino,162,Drama,Primavera,7,6513,Computadora,Español,103,6238,4.83
25,Femenino,113,Acción,Verano,8,3566,Smart TV,Inglés,109,7089,1.7
22,Femenino,103,Comedia,Verano,5,3126,Smart TV,Español,94,7257,3.76
43,Femenino,146,Acción,Verano,10,7098,Computadora,Inglés,138,8705,1.8
35,Femenino,111,Acción,Primavera,6,2847,Smart TV,Español,79,4719,3.14
23,Femenino,78,Acción,Primavera,5,7371,Móvil,Inglés,80,1302,1.39
54,Femenino,175,Comedia,Primavera,6,6271,Smart TV,Español,98,1986,2.8
30,Femenino,164,Acción,Primavera,2,3955,Computadora,Inglés,69,5440,4.02
45,Femenino,76,Acción,Primavera,3,8853,Computadora,Inglés,65,5909,2.39
22,Masculino,137,Acción,Primavera,8,2303,Smart TV,Inglés,100,4072,3.66
30,Femenino,88,Drama,Primavera,2,3519,Smart TV,Español,86,4124,4.18
34,Masculino,175,Acción,Primavera,1,1244,Computadora,Inglés,63,9125,4.71
57,Femenino,163,Comedia,Primavera,11,2799,Móvil,Español,158,4291,1.94
62,Femenino,100,Comedia,Primavera,12,9843,Smart TV,Español,53,5033,2.6
49,Masculino,104,Drama,Verano,10,660,Móvil,Español,85,6105,1.61
46,Femenino,126,Comedia,Verano,6,1287,Móvil,Español,41,1703,4.97
20,Masculino,154,Comedia,Primavera,5,3233,Computadora,Español,121,9133,4.71
57,Masculino,130,Drama,Primavera,2,3511,Computadora,Inglés,113,1574,3.16
51,Masculino,100,Acción,Primavera,5,1789,Computadora,Español,59,6704,4.37
57,Femenino,152,Drama,Primavera,6,4507,Móvil,Español,71,8848,3.08
44,Femenino,164,Acción,Primavera,5,2523,Computadora,Español,119,6208,3.49
